,education-num,capital-gain,capital-loss,age-range_encoded,workclass_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,singleormarried_encoded,working-hours-range_encoded,unitedstateorothers_encoded,income-per-year_encoded
28759,13,0,0,1,4,6,0,4,1,0,2,1,1
28760,13,0,0,1,3,9,1,4,1,1,1,1,0
28761,10,0,0,1,5,12,4,2,0,1,0,1,0
28762,9,0,0,0,2,13,0,4,1,0,1,1,0
28763,10,0,0,2,1,10,4,4,0,1,1,1,0
28764,9,0,0,2,2,2,0,4,1,0,1,1,1
28765,6,2414,0,5,2,7,0,4,1,0,3,1,0
28766,9,0,0,1,2,3,1,4,1,1,1,1,0
28767,9,1797,0,4,4,4,0,4,1,0,0,1,0
28768,9,4064,0,0,2,13,0,4,1,0,1,1,0
28769,7,0,0,0,2,5,0,3,1,0,1,1,0
28770,4,0,0,6,2,11,3,4,1,1,3,1,0
28771,13,0,0,1,4,3,4,2,0,1,0,1,0
28772,7,0,0,4,2,7,1,4,0,1,1,1,0
28774,14,5013,0,3,2,9,0,1,1,0,1,0,0
28775,2,3674,0,1,2,2,1,4,1,1,1,0,0
28776,10,0,0,1,2,3,0,4,1,0,1,1,1
28777,10,0,0,6,4,2,1,4,0,1,0,1,0
28778,13,0,0,3,4,2,0,4,1,0,1,1,1
28779,6,0,0,0,2,11,1,4,0,1,3,1,0
28780,10,0,0,0,1,0,1,4,0,1,1,1,0
28781,13,0,0,0,2,0,2,1,0,1,3,1,0
28782,11,0,0,1,2,7,3,4,1,1,1,1,0
28784,6,0,0,2,4,2,1,2,1,1,0,1,0
28785,9,0,0,3,2,6,1,0,0,1,1,1,0
28786,12,0,0,1,2,3,3,4,0,1,1,1,0
28787,10,0,0,6,2,0,3,4,1,1,1,1,0
28788,11,0,0,2,2,0,4,4,0,1,1,1,1
28789,9,0,0,0,2,11,1,4,0,1,0,1,0
28790,13,3103,0,2,3,3,0,4,1,0,0,1,1
28791,9,0,0,4,1,0,1,4,0,1,1,1,0
28792,16,0,0,1,2,9,1,4,1,1,1,1,0
28793,9,0,0,1,2,2,1,4,1,1,2,1,0
28794,10,0,0,0,2,7,1,4,1,1,0,1,0
28795,12,0,0,0,2,12,1,4,1,1,1,1,0
28796,13,0,0,1,5,3,5,2,0,0,0,1,1
28797,9,0,0,2,2,7,4,4,0,1,1,1,0
28798,14,0,0,1,4,9,1,1,1,1,1,0,1
28799,10,0,0,2,2,0,5,4,0,0,1,1,1
28800,9,0,0,1,2,2,1,1,1,1,1,0,0
28801,13,0,1887,2,2,11,0,4,1,0,2,1,1
28803,9,0,0,2,3,3,0,4,1,0,1,1,1
28804,9,0,0,0,0,0,2,4,1,1,0,1,0
28805,10,14084,0,4,3,11,1,4,0,1,2,1,1
28806,10,0,0,1,4,3,0,4,1,0,1,1,0
28807,13,0,0,0,2,9,0,4,1,0,1,1,0
28808,10,0,0,6,2,13,1,4,1,1,1,1,0
28809,9,0,0,0,2,7,3,4,1,1,0,1,0
28810,13,0,0,1,2,9,1,4,0,1,1,1,0
28812,3,0,0,1,4,13,0,4,1,0,1,0,1
28813,9,0,0,2,2,5,2,4,1,1,3,1,0
28814,13,0,0,1,1,3,0,4,1,0,1,1,1
28815,8,0,0,3,1,0,1,4,0,1,1,1,0
28816,10,0,0,0,2,0,2,1,1,1,1,0,0
28817,10,0,0,2,2,2,0,4,1,0,1,1,1
28818,9,0,0,1,2,7,3,4,0,1,1,1,0
28819,10,7688,0,3,2,2,0,2,1,0,1,1,1
28820,9,0,0,2,2,2,0,4,1,0,1,1,0
28821,10,4650,0,3,2,2,1,4,1,1,0,1,0
28822,10,0,0,1,2,11,0,4,1,0,1,1,0
28823,9,0,0,2,2,5,0,4,1,0,1,1,0
28824,10,0,0,2,2,11,0,4,1,0,1,1,1
28825,13,0,0,2,0,9,1,4,1,1,1,1,0
28826,10,0,0,0,2,11,3,2,0,1,0,1,0
28827,14,0,0,2,1,0,0,4,1,0,0,1,0
28828,4,0,0,1,2,7,4,2,0,1,3,0,0
28829,10,0,0,4,6,4,4,4,0,0,0,1,0
28830,15,0,0,2,2,3,0,4,1,0,1,1,1
28831,6,0,0,2,2,6,0,4,1,0,1,1,0
28832,16,0,0,2,2,9,0,4,1,0,1,0,1
28833,10,0,1848,2,2,13,0,4,1,0,2,1,1
28834,4,0,0,0,2,13,0,4,1,0,1,0,0
28836,9,0,0,6,2,2,2,4,1,1,0,0,0
28837,6,0,0,3,2,5,0,4,1,0,1,1,0
28838,9,0,0,3,4,2,0,4,1,0,2,1,0
28839,9,0,0,0,2,2,1,4,1,1,1,1,0
28840,9,0,0,0,2,8,1,4,0,1,0,1,0
28842,3,0,0,3,2,5,1,4,1,1,1,1,0
28843,9,0,0,0,2,7,3,4,0,1,1,1,0
28844,9,0,0,0,2,0,0,4,1,0,2,1,0
28845,9,0,0,1,2,2,3,2,1,1,1,0,0
28847,10,0,0,3,2,12,1,4,0,1,1,1,0
28848,12,0,0,1,2,11,4,4,1,1,1,1,0
28850,13,7298,0,2,2,2,0,4,1,0,1,1,1
28851,14,0,0,4,2,3,0,4,1,0,2,1,1
28852,9,0,0,6,2,5,3,4,1,1,0,1,0
28853,13,0,0,3,5,0,1,4,1,1,1,1,0
28854,9,0,0,1,4,6,0,4,1,0,1,1,0
28856,10,0,0,1,2,7,3,4,0,1,0,1,0
28857,9,0,0,2,2,2,4,2,1,1,1,1,0
28858,4,0,0,4,2,13,0,4,1,0,1,1,0
28860,9,0,0,0,2,13,1,4,1,1,1,1,0
28861,6,0,1602,6,2,5,2,4,1,1,1,1,0
28862,10,0,0,0,2,0,3,4,0,1,3,1,0
28863,13,0,0,2,2,4,0,4,1,0,1,1,0
28864,13,0,0,0,2,0,1,2,0,1,1,1,0
28865,13,15024,0,2,2,3,0,4,1,0,1,1,1
28866,13,0,0,2,5,9,0,4,1,0,0,1,1
28867,10,0,0,0,2,5,2,4,1,1,0,1,0
28868,13,0,0,0,2,3,0,2,1,0,1,1,1
28869,13,0,0,3,0,9,1,2,0,1,1,1,0
28870,11,0,0,2,2,2,0,4,1,0,1,1,1
28871,3,0,0,0,2,13,1,4,1,1,1,0,0
28872,13,0,0,1,2,9,3,4,0,1,1,1,0
28873,9,0,0,1,2,7,1,4,0,1,1,1,0
28874,9,0,1668,4,1,10,1,4,1,1,0,1,0
28875,10,0,0,2,2,12,1,4,0,1,1,1,1
28876,9,0,0,2,2,5,0,4,1,0,1,1,0
28877,13,0,0,2,2,3,0,4,1,0,1,1,1
28878,10,0,0,0,2,5,3,4,1,1,0,1,0
28879,13,0,0,2,2,12,3,4,1,1,1,1,0
28880,9,15024,0,3,2,11,0,4,1,0,2,1,1
28881,10,0,0,2,2,9,0,4,1,0,1,1,1
28882,9,0,0,1,2,4,4,4,1,1,1,1,0
28883,14,0,0,1,1,9,0,4,1,0,1,1,0
28884,10,0,0,0,2,11,2,1,1,1,0,0,0
28886,14,0,0,1,5,0,1,4,0,1,1,1,0
28887,9,0,0,1,4,13,0,4,1,0,1,0,1
28888,9,0,0,6,2,6,2,4,0,1,1,1,0
28889,9,0,0,2,4,3,0,4,1,0,1,0,0
28890,13,3103,0,1,2,11,5,4,0,0,1,1,1
28892,13,0,0,0,2,9,3,4,1,1,0,1,0
28893,9,0,0,1,2,2,0,4,1,0,1,1,0
28894,10,2174,0,0,2,12,1,2,0,1,1,1,0
28895,10,0,0,1,2,9,0,4,1,0,1,0,1
28896,13,15024,0,1,2,3,0,4,1,0,1,1,1
28897,13,0,0,1,2,12,1,4,1,1,1,1,0
28898,10,0,0,0,2,3,0,4,1,0,4,1,0
28899,14,0,0,1,2,11,0,4,1,0,1,1,1
28900,10,0,0,0,4,0,5,4,0,0,0,1,1
28901,9,0,0,3,2,0,1,4,1,1,1,0,0
28902,13,0,0,2,2,9,0,4,1,0,1,1,0
28903,9,0,0,3,2,13,0,4,1,0,1,1,1
28905,10,0,0,1,2,6,4,4,0,1,1,1,0
28906,9,0,0,0,2,2,4,2,1,1,1,1,0
28907,13,0,0,2,2,6,2,4,1,1,1,1,0
28908,7,0,0,2,2,9,4,0,1,1,1,1,1
28909,10,0,0,2,2,11,0,4,1,0,1,1,1
28910,14,8614,0,3,1,9,4,4,0,1,2,1,1
28911,10,0,0,0,2,11,3,4,0,1,0,1,0
28913,9,4386,0,2,4,4,0,4,1,0,2,1,0
28914,4,0,0,2,2,6,0,2,1,0,1,1,0
28915,9,0,1590,0,1,5,4,1,1,1,1,1,0
28916,7,0,0,0,2,5,0,4,1,0,1,0,0
28917,9,0,1590,2,2,13,1,4,1,1,1,1,0
28919,10,0,0,3,2,2,0,4,1,0,1,1,1
28920,11,0,0,1,2,3,2,1,0,1,1,1,0
28921,10,0,0,0,2,11,2,4,1,1,1,1,0
28923,13,0,0,0,1,9,1,4,0,1,1,1,0
28924,13,0,0,2,2,0,0,1,1,0,1,0,1
28925,9,0,0,4,2,13,4,1,1,1,1,1,1
28926,10,15024,0,1,2,11,0,4,1,0,1,1,1
28927,9,0,0,2,2,6,3,4,1,1,1,1,0
28928,13,15024,0,2,2,2,0,4,1,0,1,1,1
28929,9,0,0,3,5,2,0,4,1,0,1,1,1
28930,9,0,0,0,2,5,1,4,1,1,1,1,0
28931,9,0,0,0,2,6,4,4,0,1,1,1,0
28934,11,0,0,1,2,2,0,4,1,0,1,1,0
28935,9,0,0,2,2,5,5,4,0,0,3,1,1
28936,9,0,0,1,2,2,1,4,1,1,0,1,0
28938,4,0,0,6,2,7,2,1,0,1,1,0,0
28939,9,0,0,3,2,2,0,4,1,0,1,1,0
28940,13,0,1848,2,2,9,0,4,1,0,1,1,1
28941,9,0,0,0,2,9,1,4,1,1,1,1,0
28942,10,0,0,1,2,7,2,1,1,1,0,0,0
28944,14,0,0,2,1,9,0,4,1,0,1,1,1
28945,6,0,0,6,2,11,3,4,0,1,3,1,0
28946,14,0,0,3,2,9,0,4,1,0,1,1,1
28947,12,0,0,1,3,3,4,4,1,1,1,1,0
28948,4,0,0,7,2,13,0,4,1,0,3,1,0
28949,10,0,0,0,2,6,3,4,0,1,0,1,0
28950,10,0,0,2,5,0,4,4,0,1,1,1,0
28951,12,0,1740,1,2,0,5,4,0,0,1,1,0
28952,13,0,1887,2,4,9,0,4,1,0,1,1,1
28954,9,0,0,3,2,13,0,4,1,0,1,1,1
28955,10,0,0,1,2,5,1,4,1,1,1,1,0
28956,10,0,0,1,2,3,1,4,0,1,1,1,0
28958,13,0,0,1,2,7,4,2,0,1,0,1,0
28959,4,0,0,1,2,4,0,4,1,0,1,0,0
28960,13,0,213,1,2,9,4,2,0,1,1,1,0
28962,9,0,0,3,2,5,3,4,1,1,0,1,0
28963,10,0,0,3,2,9,0,4,1,0,1,1,1
28964,9,0,0,0,2,6,4,4,0,1,1,1,0
28965,10,0,0,0,2,7,2,2,0,1,0,0,0
28966,10,0,0,1,0,0,1,4,1,1,1,1,1
28967,13,0,0,1,2,11,1,4,1,1,1,1,0
28968,4,0,0,0,2,2,4,4,0,1,1,1,0
28969,10,0,0,4,2,2,0,3,1,0,0,1,1
28970,14,0,0,1,2,3,5,4,0,0,1,1,1
28971,5,0,0,3,2,5,3,4,1,1,1,0,0
28972,10,0,0,0,2,11,1,4,1,1,1,1,0
28973,10,0,0,2,5,10,4,0,0,1,1,1,0
28974,9,0,0,4,2,10,1,4,1,1,1,1,0
28975,10,0,0,1,4,7,4,4,0,1,1,1,0
28976,10,0,0,0,2,2,3,4,1,1,3,1,0
28977,13,8614,0,0,2,9,1,4,0,1,1,1,1
28978,15,0,0,1,2,9,5,4,0,0,2,1,1
28979,9,0,0,2,3,3,0,4,1,0,1,1,1
28980,16,0,0,2,3,9,0,4,1,0,2,1,1
28981,5,0,0,2,2,13,0,4,1,0,1,1,0
28982,9,0,0,2,2,6,0,4,1,0,1,1,0
28983,9,0,0,1,2,2,0,4,1,0,1,1,0
28984,10,0,0,0,2,0,3,4,1,1,1,1,0
28985,10,0,0,2,4,11,0,4,1,0,1,1,0
28986,10,2580,0,2,2,6,0,4,1,0,1,1,0
28987,11,0,1902,3,2,9,0,4,1,0,1,1,0
28988,9,0,0,3,2,0,1,4,0,1,1,1,0
28989,13,15024,0,2,2,3,0,4,1,0,1,1,1
28990,10,3908,0,1,4,3,0,4,1,0,2,1,0
28991,10,0,0,6,2,7,3,4,0,1,0,1,0
28992,6,0,0,6,2,7,3,4,0,1,0,1,0
28993,9,0,0,0,2,2,1,4,1,1,1,1,0
28994,9,0,0,2,2,13,1,4,1,1,1,1,0
28995,9,0,0,2,2,6,0,1,1,0,1,0,1
28996,9,0,0,2,0,0,5,4,0,0,0,1,1
28997,14,0,0,3,2,3,0,1,1,0,1,1,1
28998,9,0,0,0,2,2,0,4,1,0,1,1,0
28999,10,0,0,1,2,2,0,4,1,0,1,1,1
29000,10,0,0,0,2,8,1,4,0,1,1,1,0
29001,7,0,0,0,2,2,3,4,1,1,1,1,0
29002,13,0,0,1,2,3,0,4,1,0,1,1,1
29003,9,0,0,0,2,2,0,4,1,0,1,1,0
29004,13,0,0,2,2,9,0,4,1,0,1,1,1
29005,13,0,0,1,2,3,0,4,1,0,1,1,1
29006,12,20051,0,4,4,3,5,4,0,0,3,1,1
29007,14,0,0,5,2,10,1,4,1,1,3,1,0
29008,14,0,0,2,2,3,4,2,0,1,2,1,1
29009,13,0,0,1,2,11,0,4,1,0,2,1,1
29010,9,0,0,2,2,3,3,4,0,1,1,0,0
29011,13,0,0,1,1,9,0,4,1,0,1,0,1
29012,9,0,0,0,2,2,3,4,1,0,1,1,0
29013,9,0,0,3,2,0,1,4,0,1,1,1,0
29014,9,2174,0,0,5,10,3,4,1,1,1,1,0
29015,9,0,0,1,2,4,1,3,1,1,1,0,0
29016,8,0,0,2,1,7,2,4,0,0,0,0,0
29017,9,0,0,0,1,3,0,4,1,0,4,1,1
29018,10,0,0,2,2,12,1,4,1,1,0,1,0
29019,5,0,0,0,2,7,3,4,0,1,0,0,0
29020,9,0,0,0,2,9,1,4,1,1,1,0,0
29021,9,0,0,0,2,9,1,0,0,1,1,1,0
29022,9,0,0,1,4,2,0,4,1,0,1,1,0
29023,10,0,0,0,2,2,3,4,1,1,1,1,0
29024,9,0,0,0,2,0,2,4,0,1,1,1,0
29025,5,3411,0,3,4,3,2,4,1,0,1,0,0
29027,10,0,0,1,2,3,3,2,0,1,1,1,0
29028,10,0,0,2,2,5,0,4,1,0,1,1,0
29030,14,0,0,1,2,3,0,4,1,0,2,0,1
29031,9,0,0,0,2,5,2,4,1,1,1,1,0
29032,16,0,0,2,5,9,0,4,1,0,1,1,1
29034,10,0,0,0,2,9,2,4,0,1,1,1,0
29035,12,0,0,2,2,2,1,4,1,1,1,1,0
29036,9,0,0,0,2,2,3,4,1,1,1,1,0
29037,9,0,0,2,2,6,0,4,1,0,1,1,0
29038,5,0,0,0,1,2,0,2,1,0,1,0,1
29039,13,0,0,2,0,9,4,4,0,1,1,1,1
29041,10,0,0,1,2,6,0,4,1,0,1,1,0
29042,9,0,0,0,2,11,1,4,1,1,1,1,0
29043,10,0,0,0,2,7,4,4,1,1,0,0,0
29044,9,0,0,2,2,7,0,4,1,0,1,1,0
29045,9,0,0,0,2,11,3,4,0,1,0,1,0
29046,14,0,0,3,2,3,0,1,1,0,1,1,1
29047,10,0,0,1,2,9,0,4,1,0,1,1,0
29048,10,0,0,2,2,3,1,4,0,1,1,1,0
29049,4,0,0,1,2,13,0,4,1,0,1,1,0
29050,10,0,0,6,2,7,3,4,1,1,0,1,0
29051,10,0,0,0,2,11,3,4,1,1,0,1,0
29052,13,0,0,0,2,9,3,4,1,1,1,1,0
29053,10,0,0,3,2,2,0,4,1,0,1,1,1
29054,9,0,0,1,2,2,0,4,1,0,1,1,0
29055,13,0,0,2,2,11,1,4,1,1,1,1,1
29056,13,3103,0,2,0,12,0,4,1,0,1,1,1
29057,14,0,0,1,2,9,0,4,1,0,1,1,1
29058,6,0,0,1,2,7,4,4,0,1,1,1,0
29059,10,0,0,1,2,13,0,4,1,0,1,1,0
29060,9,5178,0,1,2,5,0,4,1,0,1,1,1
29063,9,0,0,2,4,2,0,4,1,0,2,1,0
29064,13,0,0,0,2,0,1,4,0,1,1,1,0
29065,11,0,0,0,2,6,0,4,1,0,1,1,0
29066,9,2354,0,0,2,0,3,4,0,1,1,1,0
29067,9,0,0,0,2,8,3,4,1,1,1,1,0
29068,9,0,0,0,2,3,1,4,0,1,1,1,0
29069,10,0,0,3,4,9,1,4,0,1,1,1,0
29070,11,0,0,1,2,12,4,4,0,1,1,1,0
29071,10,0,0,2,2,11,0,4,1,0,1,1,0
29073,10,4386,0,1,2,11,0,4,1,0,1,1,0
29074,9,0,0,0,2,7,4,2,1,1,1,1,0
29075,3,0,0,3,2,5,1,4,0,1,1,1,0
29076,9,0,0,6,2,7,1,4,0,1,1,1,0
29077,13,0,0,1,2,9,0,4,1,0,2,1,1
29078,9,0,0,4,2,2,0,4,1,0,1,1,0
29079,10,0,0,1,2,3,1,4,1,1,0,1,0
29080,13,0,0,2,2,3,1,4,1,1,1,1,0
29081,10,0,0,1,1,0,4,2,0,0,1,1,0
29082,12,0,0,0,2,12,3,4,1,1,1,1,0
29083,10,0,0,3,2,2,0,4,1,0,2,1,0
29084,10,0,1740,2,5,3,0,4,1,0,1,1,0
29085,10,0,0,0,2,13,3,4,1,1,1,1,0
29086,14,0,0,1,2,9,3,4,0,1,1,1,0
29087,10,7298,0,2,2,9,5,4,0,0,1,1,1
29088,9,4386,0,1,2,2,0,2,1,0,1,1,0
29089,9,0,0,1,2,2,0,4,1,0,1,1,0
29090,4,0,0,3,2,6,4,2,0,1,1,1,0
29091,9,0,1974,0,2,2,1,4,1,1,0,1,0
29092,4,2580,0,4,2,0,0,4,1,0,1,1,0
29093,10,0,0,1,2,3,0,4,1,0,1,1,1
29095,13,0,0,2,1,9,4,4,0,1,1,1,0
29096,9,0,0,1,2,3,4,4,0,1,0,1,0
29099,10,0,0,0,2,12,0,4,1,0,1,1,0
29100,8,0,0,2,2,2,0,4,1,0,1,1,0
29102,10,0,0,1,2,3,1,4,1,1,1,1,0
29103,9,0,0,2,2,11,0,4,1,0,1,1,1
29105,10,0,0,1,2,6,1,4,1,1,1,1,0
29106,10,0,0,0,2,6,2,4,0,1,1,1,0
29107,10,0,0,1,2,12,1,4,1,1,2,1,0
29108,9,0,0,0,2,13,3,4,0,0,1,1,0
29109,10,0,0,2,1,9,1,4,0,1,1,1,0
29110,6,0,0,2,3,3,0,4,1,0,1,1,0
29111,9,0,0,0,2,11,0,4,1,0,1,1,0
29112,13,0,0,1,1,9,0,4,1,0,1,1,1
29113,13,0,1977,2,2,6,0,4,1,0,1,1,1
29114,11,0,0,1,1,10,1,4,1,1,1,1,0
29115,10,0,0,0,2,0,1,4,0,1,0,1,0
29116,11,0,0,0,2,3,3,4,1,1,1,1,0
29117,10,0,0,1,2,3,0,4,1,0,1,1,1
29118,10,0,0,1,3,3,3,4,1,1,1,1,0
29120,11,0,0,1,1,3,0,4,1,0,1,1,0
29121,10,0,0,3,4,9,5,4,0,0,1,1,1
29122,10,0,0,1,2,3,0,4,1,0,1,1,0
29123,10,7688,0,0,2,10,0,4,1,0,1,1,1
29124,9,0,0,4,4,11,0,4,1,0,3,1,1
29125,10,0,0,0,2,6,3,4,1,1,1,1,0
29126,10,0,0,0,5,3,3,4,0,1,0,1,0
29127,10,0,0,0,2,2,0,4,1,0,2,1,1
29129,9,0,0,2,3,2,0,4,1,0,1,1,0
29130,5,0,0,6,2,7,3,4,1,1,3,1,0
29131,16,0,0,3,2,9,0,4,1,0,1,1,1
29132,13,0,0,3,4,11,0,4,1,0,3,1,0
29133,7,0,0,1,2,5,1,0,1,0,1,0,0
29134,9,0,0,2,2,2,0,4,1,0,1,1,0
29135,10,0,0,0,2,11,3,4,1,1,0,1,0
29136,10,0,0,3,0,3,0,2,1,0,1,1,0
29137,14,0,0,0,2,9,1,4,1,1,1,0,0
29138,16,0,0,1,4,9,0,4,1,0,1,1,1
29139,9,0,0,2,4,4,0,4,1,0,2,1,1
29140,10,0,0,1,2,11,1,4,0,1,2,1,0
29141,5,0,0,3,2,6,0,2,1,0,1,1,0
29142,9,0,0,1,2,0,1,4,0,1,1,1,0
29143,13,0,0,2,2,7,0,4,1,0,1,1,0
29144,10,7688,0,3,2,3,5,4,0,0,1,1,1
29145,13,0,0,1,2,3,5,4,0,0,1,1,1
29146,7,0,0,6,2,11,3,4,0,1,0,1,0
29147,9,0,0,3,2,3,0,4,1,0,1,1,1
29148,9,2329,0,5,2,11,4,4,0,1,3,1,0
29149,7,0,0,0,2,2,0,4,1,0,1,1,0
29150,10,0,0,6,2,11,3,4,0,1,0,1,0
29151,13,0,0,0,5,12,1,4,0,1,1,1,0
29152,10,0,1602,0,2,11,3,4,1,1,3,1,0
29153,14,0,0,0,2,9,3,4,1,1,0,1,0
29154,13,0,0,1,2,11,1,4,0,1,1,1,1
29155,11,0,0,1,3,11,0,4,1,0,0,1,0
29156,14,0,0,1,0,9,1,4,0,1,1,1,0
29158,9,0,0,4,6,0,0,1,1,0,3,0,0
29159,9,0,0,1,2,13,0,4,1,0,0,1,0
29160,9,0,0,5,4,4,0,4,1,0,0,1,0
29161,10,0,0,2,2,3,5,4,0,0,1,1,0
29162,6,0,0,0,2,5,0,4,1,0,1,1,0
29163,9,0,0,3,0,0,1,4,0,1,3,1,0
29164,9,0,0,2,1,7,1,2,1,1,1,1,0
29165,10,0,0,1,2,12,5,4,0,0,0,1,1
29166,9,0,0,3,2,11,4,4,0,1,0,1,0
29167,10,0,0,0,2,5,3,4,0,1,1,1,0
29168,9,0,0,1,2,2,0,4,1,0,1,1,1
29169,9,7688,0,2,2,2,0,4,1,0,0,1,1
29170,9,0,0,1,2,6,1,4,0,1,1,1,0
29171,13,0,0,2,1,2,0,4,1,0,0,1,1
29172,13,0,0,0,2,11,1,4,0,1,1,1,0
29173,4,0,0,4,4,11,0,4,1,0,0,1,1
29174,9,0,0,2,2,11,1,4,1,1,1,1,0
29175,10,0,0,0,2,12,3,4,1,1,1,1,0
29176,10,15024,0,3,2,2,0,2,1,0,1,1,1
29178,10,0,0,0,2,2,0,4,1,0,1,1,0
29179,10,0,0,0,2,7,3,4,0,1,0,1,0
29180,10,0,0,0,2,6,2,2,0,1,0,1,0
29181,13,0,0,4,3,3,0,4,1,0,3,1,0
29182,10,0,0,2,2,11,0,4,1,0,2,1,1
29183,9,0,0,2,2,11,0,4,1,0,2,1,1
29184,10,0,0,0,1,0,1,3,1,1,1,0,0
29185,10,0,0,2,2,2,4,4,0,1,0,1,1
29186,9,0,0,0,2,0,2,2,0,1,1,1,0
29187,9,0,0,1,2,7,4,4,0,1,4,1,1
29188,13,0,2472,2,2,11,4,4,0,0,2,1,1
29189,14,0,0,2,2,9,1,4,1,1,0,1,0
29190,10,0,0,0,2,11,0,4,1,0,1,1,0
29191,9,0,0,0,2,7,3,4,0,0,0,1,0
29192,10,0,0,3,2,2,0,4,1,0,1,1,1
29193,9,0,0,2,4,9,0,4,1,0,1,1,0
29194,13,0,0,1,4,4,5,4,0,0,1,1,0
29195,9,0,0,2,2,0,1,2,0,1,3,0,0
29196,9,0,0,6,2,11,1,4,0,1,0,1,0
29197,10,0,1651,0,2,6,0,4,1,0,1,1,0
29198,11,0,1740,3,2,11,0,4,1,0,1,1,0
29199,10,0,0,6,2,11,2,4,1,1,1,1,0
29200,9,0,0,1,2,5,3,4,1,1,1,1,0
29201,9,0,0,1,2,5,2,4,1,1,1,1,0
29202,9,0,0,1,2,2,0,4,1,0,1,1,0
29203,9,0,0,1,2,5,1,4,1,1,1,1,0
29204,10,0,0,0,2,4,3,4,1,1,1,1,0
29205,9,0,0,0,2,3,3,4,0,1,1,1,0
29207,13,0,0,0,1,0,1,1,1,1,0,0,0
29208,12,0,0,1,3,11,0,4,1,0,2,1,0
29209,9,0,0,1,2,13,0,4,1,0,2,1,0
29210,12,0,0,0,2,11,3,4,0,1,0,1,0
29211,13,0,0,3,1,0,4,4,0,1,0,0,0
29213,10,0,0,0,2,0,5,4,0,0,1,1,1
29214,7,0,0,3,2,6,1,4,1,1,1,1,0
29215,9,0,0,1,0,0,4,4,0,1,1,1,0
29216,10,0,0,0,2,5,3,4,1,1,1,1,0
29217,9,0,0,0,2,5,1,4,1,1,1,1,0
29218,9,0,0,0,2,2,2,4,1,1,1,0,0
29219,10,0,0,0,2,7,3,4,0,1,1,1,0
29220,10,0,0,0,2,2,4,4,1,1,1,1,0
29221,9,0,0,0,2,11,4,4,1,1,1,1,0
29223,6,0,0,2,4,4,4,4,1,1,0,1,0
29224,10,0,0,1,2,0,1,4,0,1,1,1,0
29225,13,0,0,0,2,9,1,4,1,1,1,1,0
29226,6,0,0,6,2,11,3,4,0,1,3,1,0
29227,15,0,0,2,5,9,0,4,1,0,2,1,0
29228,10,0,0,3,2,2,0,4,1,0,1,1,1
29229,13,0,0,0,3,0,3,4,0,1,0,1,0
29230,9,7298,0,4,2,11,0,4,1,0,2,1,1
29231,9,0,0,1,2,3,1,4,0,1,1,1,0
29232,9,0,0,0,2,5,0,4,1,0,1,1,0
29233,13,0,0,0,2,0,3,4,0,1,0,1,0
29234,13,5013,0,0,2,9,0,4,1,0,0,1,0
29235,13,0,0,2,4,2,0,4,1,0,0,1,0
29236,10,7298,0,3,3,3,0,4,1,0,2,1,1
29237,10,0,0,0,2,11,2,4,1,1,0,1,0
29238,10,0,0,2,2,5,1,4,1,1,1,1,0
29239,4,0,0,2,2,6,0,4,1,0,1,1,1
29240,9,0,0,1,2,6,2,4,1,1,1,1,0
29241,15,0,1977,1,2,9,0,4,1,0,1,1,1
29242,13,0,0,2,3,3,0,4,1,0,1,1,0
29243,13,7688,0,1,2,9,0,4,1,0,1,1,1
29244,9,0,0,1,2,2,1,4,1,1,1,1,0
29245,9,0,0,3,1,13,0,4,1,0,1,1,0
29246,13,0,0,3,2,9,1,4,0,1,1,1,0
29247,9,0,0,4,4,3,0,4,1,0,1,1,0
29248,9,7688,0,3,2,11,0,4,1,0,1,1,1
29249,11,0,0,1,2,12,0,4,1,0,1,1,1
29250,9,0,0,1,4,2,1,4,1,1,1,1,0
29251,13,0,0,0,2,3,1,4,0,1,1,1,1
29252,10,0,0,0,2,7,3,4,0,1,3,1,0
29253,9,0,0,1,2,2,0,4,1,0,1,1,1
29254,9,0,0,3,2,11,0,4,1,0,1,1,0
29256,9,0,0,3,4,11,0,2,1,0,1,1,0
29257,8,0,0,3,3,3,1,4,0,1,1,1,0
29258,9,0,0,1,4,2,1,4,1,1,1,1,0
29260,10,0,0,0,2,11,0,0,1,0,2,1,0
29261,11,0,0,2,2,9,0,2,1,0,1,1,1
29262,9,0,0,4,2,7,0,4,1,0,1,1,0
29263,10,0,0,2,3,11,0,4,1,0,4,1,0
29264,13,7298,0,2,2,12,0,4,1,0,1,1,1
29265,9,0,0,1,2,2,0,4,1,0,1,1,1
29266,14,0,0,3,1,9,0,4,1,0,1,1,1
29267,9,0,0,2,4,13,0,4,1,0,1,1,0
29268,10,0,0,0,1,10,0,4,1,0,1,1,1
29269,13,0,0,1,1,9,4,4,0,1,1,1,0
29270,3,0,0,2,2,11,4,4,0,1,1,0,0
29271,10,0,0,1,2,6,0,4,1,0,1,1,0
29272,5,0,0,6,2,5,3,4,1,1,0,1,0
29273,10,0,0,3,4,11,5,4,0,0,4,1,1
29274,13,0,0,1,2,3,0,4,1,0,1,1,1
29275,13,0,0,1,2,3,0,4,1,0,1,1,0
29276,14,0,0,1,2,3,1,4,0,1,1,1,0
29277,9,0,0,1,2,4,0,4,1,0,0,1,0
29278,10,0,0,4,2,7,1,4,1,1,1,1,0
